Time,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Band 1,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > X-Axial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Temperature,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Acceleration,Machines > Bridgeport Mill 2 > Spindle > X-Axial > Peak Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > RMS Velocity,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Temperature,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Band 1,Machines > Bridgeport Mill 2 > Spindle > Y-Radial > Damage Accumulation,Machines > Bridgeport Mill 2 > Spindle > Battery Voltage
2020-02-22 05:03:00,0.0456576,0.0113858,0.0029326,0.9808297,0.0030976,66.12952957,0.0447092,0.0100184,0.0033493,66.12952957,0.0026306,1.016704,3.124297857
2020-02-22 05:13:00,0.0421201,0.0108537,0.002325,0.9928659,0.0029783,65.95337067,0.0405616,0.0097108,0.0028866,65.95337067,0.0015291,1.0091133,3.123907328
2020-02-22 05:22:00,0.0402553,0.0100363,0.0025605,0.9602508,0.003262,65.95337067,0.0466969,0.0102373,0.0034977,65.95337067,0.0025387,0.9850623,3.123907328
2020-02-22 05:32:00,0.0462296,0.0097407,0.0017535,1.061101,0.0027271,65.49539185,0.0458185,0.0093861,0.0030024,65.49539185,0.0020666,1.0480771,3.123614311
2020-02-22 05:43:00,0.039658,0.0100177,0.0023079,0.9290398,0.0031424,65.03736496,0.044019,0.0096817,0.0032019,65.03736496,0.002026,0.9845018,3.123907328
2020-02-22 05:53:00,0.0498404,0.0089245,0.0019973,1.0227514,0.0034543,65.10781136,0.0452912,0.009912,0.0034389,65.10781136,0.0023748,1.0218599,3.124004841
2020-02-22 06:03:00,0.0450261,0.0079563,0.0031321,0.9965279,0.0031219,64.93165588,0.0471831,0.0105854,0.0028379,64.93165588,0.0026444,1.0044537,3.123907328
2020-02-22 06:13:00,0.0507474,0.0090476,0.0018492,0.9920347,0.0028772,64.6498291,0.0463122,0.0084695,0.0031938,64.6498291,0.0030525,0.9783357,3.124004841
2020-02-22 06:22:00,0.0402028,0.0102771,0.0018492,0.9920347,0.0028772,64.6498291,0.0463122,0.0084695,0.0031664,64.6498291,0.003062,1.0065091,3.124004841
2020-02-22 06:32:00,0.0453776,0.0116754,0.0018128,1.0090303,0.0031612,64.40318604,0.046777,0.0105508,0.0030966,64.40318604,0.001354,0.9889978,3.123418808
2020-02-22 06:42:00,0.0483758,0.0105422,0.0027827,1.0233243,0.0033113,64.29751816,0.0436881,0.0089569,0.0033908,64.29751816,0.0020459,1.0130955,3.124004841
2020-02-22 06:53:00,0.046721,0.0101191,0.0023239,1.011524,0.0035424,64.29751816,0.0546571,0.0104316,0.0032477,64.29751816,0.0038316,1.0612208,3.123321056
2020-02-22 07:03:00,0.0383183,0.0086953,0.0022431,0.9767858,0.0035613,63.76904831,0.0440156,0.0133598,0.0032498,63.76904831,0.0027744,0.9999168,3.124102592
2020-02-22 07:13:00,0.0413836,0.0085671,0.002828,1.0202577,0.0033524,63.94520378,0.0475279,0.0129103,0.0027972,63.94520378,0.002122,1.0335321,3.123125792
2020-02-22 07:23:00,0.0443344,0.0086328,0.0022902,0.9997742,0.0036244,63.9099823,0.0413194,0.0111397,0.003211,63.9099823,0.0024607,1.0086637,3.123418808
2020-02-22 07:33:00,0.0501013,0.0115534,0.0020904,1.0363603,0.0032952,63.62811432,0.0700079,0.0100461,0.0033893,63.62811432,0.0027313,1.0162778,3.123223305
2020-02-22 07:42:00,0.0467892,0.0098676,0.0023728,1.0221336,0.0029593,63.62811432,0.0469199,0.0079155,0.0032516,63.62811432,0.0026908,1.0173113,3.123223305
2020-02-22 07:52:00,0.0523042,0.0084995,0.0030237,1.0010267,0.0037693,63.31102142,0.044221,0.012859,0.0026287,63.31102142,0.0024551,0.9911174,3.122832775
2020-02-22 08:02:00,0.0448018,0.0109133,0.0023966,1.0242117,0.0031049,63.24057846,0.0487623,0.0113064,0.0029432,63.24057846,0.0016333,0.9844142,3.122930527
2020-02-22 08:13:00,0.0424122,0.0094315,0.0028251,1.0179268,0.0033541,63.09964447,0.0451459,0.0107466,0.0030933,63.09964447,0.0028907,0.9319505,3.123223305
2020-02-22 08:23:00,0.0383615,0.0099486,0.0013261,1.0051717,0.0026489,63.38151245,0.0512166,0.0090082,0.0029482,63.38151245,0.0018193,0.9945391,3.123223305
2020-02-22 08:33:00,0.045167,0.0087392,0.0025715,1.0437123,0.0029957,63.48718033,0.0425431,0.0091483,0.0030916,63.48718033,0.0041417,1.0041326,3.12302804
2020-02-22 08:43:00,0.0458511,0.0083408,0.0029398,1.0088561,0.0032345,63.06441956,0.0384801,0.0098955,0.0027718,63.06441956,0.0013495,1.0345306,3.12302804
2020-02-22 08:52:00,0.0413387,0.0119708,0.0029398,1.0088561,0.0032345,62.88826408,0.0384801,0.0098955,0.0029395,62.88826408,0.0014145,1.0804254,3.123223305
2020-02-22 09:02:00,0.0442652,0.0104719,0.0028864,0.9591556,0.0032705,62.88826408,0.0460201,0.0115698,0.0032679,62.88826408,0.0034875,1.0258947,3.123223305
2020-02-22 09:12:00,0.0428615,0.0091351,0.0022904,1.0045707,0.0030798,62.81777649,0.0454092,0.0119539,0.0030234,62.81777649,0.0030766,1.0263151,3.12302804
2020-02-22 09:23:00,0.0479224,0.0099277,0.002456,1.0441784,0.0032344,63.02919807,0.0443332,0.0091821,0.0027575,63.02919807,0.001606,1.0001562,3.12263751
2020-02-22 09:33:00,0.0583035,0.00843,0.0013852,0.9849073,0.002996,62.6768837,0.0517453,0.009257,0.003143,62.6768837,0.0020579,1.0276347,3.12302804
2020-02-22 09:43:00,0.0510183,0.0088941,0.0020376,0.9765836,0.0027883,63.02919807,0.0487112,0.009296,0.0031597,63.02919807,0.0014029,0.9955784,3.122930527
2020-02-22 09:53:00,0.0462698,0.0098391,0.0027489,1.0160172,0.0033317,62.71210861,0.0505302,0.0101509,0.003038,62.71210861,0.0010606,0.9827909,3.122735023
2020-02-22 10:02:00,0.0440707,0.0093005,0.0024781,0.9825484,0.0029228,62.71210861,0.0430438,0.0105942,0.0026928,62.71210861,0.002264,1.0358444,3.122735023
2020-02-22 10:12:00,0.0486258,0.0102149,0.0026337,0.9804141,0.0035661,62.64161758,0.0451424,0.0089543,0.0030438,62.64161758,0.0022679,1.0047223,3.122051239
2020-02-22 10:22:00,0.0417793,0.0079152,0.001742,0.9811162,0.0034762,62.64161758,0.048711,0.0136145,0.0027386,62.64161758,0.0013072,1.0137787,3.122735023
2020-02-22 10:33:00,0.0424084,0.0096984,0.0017511,0.9943431,0.0030854,62.8530426,0.0411729,0.0097353,0.003301,62.8530426,0.0025672,0.9699976,3.122442007
2020-02-22 10:43:00,0.0428941,0.0099262,0.002607,0.9632444,0.0029003,62.53594971,0.0530661,0.011415,0.0032636,62.53594971,0.0031031,1.0362531,3.122344255
2020-02-22 10:53:00,0.0444514,0.0073027,0.0027607,1.0275367,0.0031795,62.46546555,0.0503041,0.0092181,0.0027155,62.46546555,0.0019141,0.9909072,3.122442007
2020-02-22 11:03:00,0.0385322,0.009131,0.0023979,0.9883446,0.0025231,62.64161758,0.0428826,0.0081133,0.0027512,62.64161758,0.0024146,0.9754571,3.121660709
2020-02-22 11:12:00,0.0441734,0.0105082,0.0025926,1.0207295,0.0033054,62.64161758,0.0435816,0.0108827,0.0035259,62.64161758,0.0024224,1.0119335,3.121660709
2020-02-22 11:22:00,0.0422107,0.007557,0.002021,0.9677938,0.0032409,62.53594971,0.0455805,0.0112449,0.0030321,62.53594971,0.0037306,1.0561934,3.121660709
2020-02-22 11:32:00,0.0439012,0.0062972,0.0020513,1.0027398,0.0027945,62.6768837,0.0477302,0.0088164,0.002311,62.6768837,0.0012244,1.0240962,3.121855974
2020-02-22 11:43:00,0.0394006,0.0097483,0.0026661,0.9836099,0.0038915,62.71210861,0.0450361,0.0125206,0.0030986,62.71210861,0.002531,1.0059719,3.121562719
2020-02-22 11:53:00,0.0400755,0.0083817,0.003381,1.0149388,0.0037992,62.6063961,0.0413196,0.0109911,0.0027002,62.6063961,0.0014182,1.0153319,3.12117219
2020-02-22 12:03:00,0.0459276,0.0111779,0.0015446,0.988749,0.0033145,62.64161758,0.0463633,0.0098357,0.0034138,62.64161758,0.0027165,1.0021415,3.120976925
2020-02-22 12:13:00,0.0400815,0.0090641,0.0019952,1.005621,0.0027325,62.46546555,0.0431017,0.0083725,0.0031736,62.46546555,0.0034023,1.0075718,3.120683908
2020-02-22 12:22:00,0.0470561,0.0101387,0.0021526,1.014995,0.0036108,62.46546555,0.0453921,0.0108557,0.0033516,62.46546555,0.0034446,1.0262859,3.120683908
2020-02-22 12:32:00,0.0441601,0.0082699,0.0031559,1.0279074,0.003609,62.8530426,0.0413484,0.0110395,0.0027527,62.8530426,0.0020063,0.9961214,3.121074438
2020-02-22 12:42:00,0.0430189,0.0110195,0.0031025,1.0029251,0.0038978,62.53594971,0.0539601,0.0132546,0.0037325,62.53594971,0.0019839,0.9337956,3.121074438
2020-02-22 12:53:00,0.0432284,0.0114329,0.0036924,1.0106141,0.00356,62.50072823,0.0398278,0.0101876,0.0031805,62.50072823,0.0030475,0.9946675,3.12117219
2020-02-22 13:03:00,0.0434632,0.0088731,0.0023466,0.9707874,0.0034608,62.50072823,0.0415685,0.0096797,0.0031699,62.50072823,0.003097,1.0423491,3.121074438
2020-02-22 13:13:00,0.0427892,0.0079402,0.0018224,1.0151242,0.002932,62.57117462,0.0428446,0.0091551,0.0028608,62.57117462,0.002459,1.0247794,3.121660709
2020-02-22 13:23:00,0.0490341,0.0078983,0.0027529,0.9885187,0.003574,62.35979424,0.0444301,0.0120718,0.0026668,62.35979424,0.0029929,1.0302156,3.12117219
2020-02-22 13:33:00,0.0435649,0.0080116,0.0020303,1.0099121,0.00331,62.21886024,0.0384846,0.008849,0.0025348,62.21886024,0.0021849,0.9831413,3.120781422
2020-02-22 13:42:00,0.0438625,0.0081775,0.0030051,1.0202352,0.003798,62.28930664,0.0396784,0.0105134,0.003033,62.28930664,0.0021572,1.0175799,3.120976925
2020-02-22 13:52:00,0.0439064,0.0113977,0.0035452,1.0280703,0.0033364,62.04270477,0.0482438,0.0094081,0.0029925,62.04270477,0.0024699,1.0358327,3.120488405
2020-02-22 14:03:00,0.0410932,0.0124306,0.0031377,0.9640195,0.0029597,62.28930664,0.0426414,0.010337,0.0034843,62.28930664,0.0024207,0.9575196,3.120390654
2020-02-22 14:13:00,0.043179,0.0081497,0.0019867,0.977735,0.0031954,62.28930664,0.0421979,0.0099577,0.002836,62.28930664,0.002599,0.9521886,3.120390654
2020-02-22 14:23:00,0.044177,0.0085286,0.0033186,1.0370679,0.003222,62.25408173,0.0498453,0.0088189,0.0027818,62.25408173,0.0014912,1.0449825,3.120195389
2020-02-22 14:33:00,0.0494432,0.0117003,0.002917,0.9863002,0.0026696,62.32457275,0.0453018,0.0089355,0.0032141,62.32457275,0.0019283,1.0058084,3.120292902
2020-02-22 14:43:00,0.0436429,0.0114793,0.0024876,1.003717,0.0033732,62.32457275,0.0479494,0.0135934,0.003715,62.32457275,0.0026753,0.9866622,3.120292902
2020-02-22 14:52:00,0.0406061,0.0097798,0.0033905,0.9787123,0.0040739,62.32457275,0.0451372,0.0112074,0.0032183,62.32457275,0.0022662,0.9632769,3.120292902
2020-02-22 15:02:00,0.0423993,0.0115485,0.0026194,0.9898667,0.0032527,62.14841385,0.0458653,0.0100712,0.0031159,62.14841385,0.0036488,1.0383084,3.120585918
2020-02-22 15:12:00,0.0438562,0.0102725,0.0020557,0.9825091,0.0030809,62.11314774,0.0483761,0.0103766,0.0030991,62.11314774,0.0019882,1.036656,3.120195389
2020-02-22 15:23:00,0.0452324,0.0095289,0.0030381,1.0353493,0.0034131,62.28930664,0.042164,0.0093777,0.0031675,62.28930664,0.0024496,1.0228934,3.120000124
2020-02-22 15:33:00,0.0496438,0.0110073,0.0022369,1.0163486,0.0032719,62.46546555,0.0457985,0.0089804,0.0031386,62.46546555,0.0022436,1.0150749,3.120390654
2020-02-22 15:43:00,0.0419085,0.0103587,0.0025648,0.9419353,0.0030521,62.25408173,0.047624,0.0088751,0.0035476,62.25408173,0.0015579,0.9710253,3.120097637
2020-02-22 15:53:00,0.0448161,0.0098892,0.0014246,1.0066713,0.0030548,62.35979424,0.0518288,0.0101104,0.0030674,62.35979424,0.0024458,0.9988132,3.119511604
2020-02-22 16:02:00,0.0469119,0.0082871,0.0024862,0.9434742,0.0036832,62.35979424,0.0424815,0.0117428,0.0029687,62.35979424,0.0027473,1.0100359,3.119511604
2020-02-22 16:12:00,0.0398201,0.0081972,0.0027149,0.9284388,0.0033212,62.14841385,0.0436619,0.0089305,0.0023977,62.14841385,0.0011451,1.0260523,3.119804621
2020-02-22 16:22:00,0.0483682,0.0118442,0.0027073,1.0193871,0.0031861,62.39501572,0.0443582,0.0089122,0.0033087,62.39501572,0.0040236,0.9951463,3.120292902
2020-02-22 16:33:00,0.0390356,0.0095624,0.00314,0.9559935,0.0039212,62.39501572,0.0459492,0.0110846,0.0030397,62.39501572,0.0031271,1.0024918,3.119707108
2020-02-22 16:43:00,0.0406617,0.009274,0.0030231,1.0140907,0.003164,62.25408173,0.0531527,0.0085121,0.0032447,62.25408173,0.0026028,1.0322067,3.120000124
2020-02-22 16:53:00,0.0442719,0.0077527,0.001787,1.0265594,0.0023617,62.46546555,0.0469516,0.0065696,0.0025141,62.46546555,0.0015826,1.0352663,3.119316101
2020-02-22 17:03:00,0.0397498,0.0083,0.0030292,0.998196,0.003928,62.11314774,0.0480844,0.0131533,0.0026883,62.11314774,0.0018373,0.9905393,3.119413853
2020-02-22 17:12:00,0.0443577,0.0115254,0.0040698,0.9855307,0.0034352,62.11314774,0.0522438,0.0113441,0.0035641,62.11314774,0.0031905,0.9654198,3.119413853
2020-02-22 17:22:00,0.0415821,0.0093255,0.0031467,1.0166519,0.003248,62.25408173,0.0465399,0.0097245,0.003304,62.25408173,0.0030212,0.985944,3.119511604
2020-02-22 17:32:00,0.0463452,0.009656,0.0033375,0.9956573,0.003714,62.11314774,0.0439005,0.0104976,0.0028403,62.11314774,0.0025517,1.0004073,3.119413853
2020-02-22 17:43:00,0.0385275,0.0094022,0.0041123,1.0584388,0.0037771,62.14841385,0.0556309,0.0122138,0.0033992,62.14841385,0.0032946,1.0082491,3.119023323
2020-02-22 17:53:00,0.0465075,0.0086474,0.0032569,1.0474023,0.0030969,62.14841385,0.0614569,0.0100846,0.0029766,62.14841385,0.0024634,0.9744294,3.118925571
2020-02-22 18:03:00,0.0458107,0.0093017,0.0018245,1.0399941,0.002643,62.14841385,0.0422524,0.0105171,0.0026434,62.14841385,0.0011886,0.9943055,3.118925571
2020-02-22 18:13:00,0.0384044,0.0096144,0.00298,0.9934557,0.0038074,62.32457275,0.0546958,0.0098947,0.0031218,62.32457275,0.0024577,1.0200673,3.118730307
2020-02-22 18:23:00,0.0468595,0.008786,0.0031876,0.9826495,0.0032513,62.28930664,0.047845,0.00961,0.0026741,62.28930664,0.0018636,0.9929859,3.118925571
2020-02-22 18:32:00,0.043405,0.0105586,0.002991,1.0122598,0.0033153,62.28930664,0.0441233,0.0114248,0.0029705,62.28930664,0.0027076,1.0328081,3.118925571
2020-02-22 18:42:00,0.0535933,0.0126824,0.0012512,0.9848961,0.0027872,62.25408173,0.0428881,0.0099783,0.0035662,62.25408173,0.0025386,0.9648125,3.119120836
2020-02-22 18:53:00,0.0463512,0.0095313,0.0026674,0.9980219,0.0031277,62.14841385,0.0491233,0.0091101,0.0032434,62.14841385,0.0023218,1.003537,3.11882782
2020-02-22 19:03:00,0.0386159,0.0104409,0.0032737,0.9765668,0.0034367,62.11314774,0.0394404,0.0085689,0.0034432,62.11314774,0.0035477,0.9966002,3.119609118
2020-02-22 19:13:00,0.0447677,0.0111897,0.0032904,0.9918999,0.0034062,62.53594971,0.0396919,0.0131102,0.0027494,62.53594971,0.0021987,1.0234481,3.118925571
2020-02-22 19:23:00,0.0432726,0.0095754,0.0029088,0.9926974,0.0031819,62.43024063,0.0462903,0.0093555,0.0029497,62.43024063,0.0034974,1.0322417,3.118632317
2020-02-22 19:32:00,0.0572873,0.0101596,0.0023467,0.9759939,0.002984,62.43024063,0.0482656,0.0098087,0.0031934,62.43024063,0.0023855,1.0188002,3.118632317
2020-02-22 19:42:00,0.0469804,0.007847,0.0022285,0.9746235,0.0034297,62.39501572,0.0452724,0.0120701,0.0027523,62.39501572,0.0018523,1.0936099,3.1183393
2020-02-22 19:52:00,0.0469255,0.0098162,0.0031226,1.0343495,0.0026332,62.46546555,0.0407284,0.0087271,0.0031806,62.46546555,0.0028083,1.029871,3.118730307
2020-02-22 20:03:00,0.057768,0.0084227,0.0018134,0.962649,0.0033221,62.07792969,0.0408274,0.0111084,0.0031559,62.07792969,0.0032988,1.0056215,3.118925571
2020-02-22 20:13:00,0.0403125,0.0110382,0.0019573,1.0155791,0.0033757,62.21886024,0.0534324,0.0089547,0.0029273,62.21886024,0.0027448,1.0537235,3.118632317
